"Car_brand","Car_model","Mileage","Year","Transmission","Location","Fuel","Engine_Size (cc)","Price (£)","Car Type"
"Audi","S6 S6TDI Quattro Black Ed Tip [Tech Pro]",5041,"2024","Automatic","London","Diesel",3000,51450,NA
"Audi","A8 50 TDI Quattro Black Edition Tiptronic",880,"2024","Automatic","Staffordshire","Diesel",3000,59250,NA
"BMW","X3 SUV M Sport 5d",26534,"2021","Automatic","London","Petrol",2000,28999,"Suv"
"Audi","A4 35 TDI Technik S Tronic",34023,"2021","Automatic","Gloucestershire","Diesel",2000,19250,NA
"Mazda","CX-5",35986,"2022","Automatic","West Midlands","Petrol",2000,20249,"Suv"
"BMW","X3 M Sport Step",34006,"2019","Automatic","Devon","Petrol",2000,24990,NA
"VW","Tiguan",54017,"2020","Automatic","Kent","Petrol",1500,17895,NA
"VW","Tiguan",27056,"2022","Automatic","Cambridgeshire","Petrol",1500,21550,NA
"Dacia","Duster",38573,"2020","Manual","North Yorkshire","Petrol",1300,11497,"Estate"
"Toyota","Corolla",6709,"2023","Automatic",NA,"Hybrid",1800,23271,"Estate"
"VW","Tiguan Allspace",22958,"2023","Manual","Lancashire","Petrol",1500,24500,"Estate"
"Nissan","Leaf N-Connecta Electric Hatchback",53600,"2020","≈ 285 miles","North Yorkshire","Electric",0,8515,"Hatchback"
"Land Rover","Defender",17224,"2023","Automatic","Hertfordshire","Diesel",3000,56000,NA
"Toyota","Corolla",12457,"2023","Automatic","London","Hybrid",1800,22063,"Estate"
"Seat","Leon Estate",90782,"2021","Automatic","London","Hybrid",1400,10999,"Estate"
"Hyundai","Tucson",3942,"2023","Automatic",NA,"Hybrid",1600,24349,NA
"Ford","Puma",8370,"2023","Manual","West Midlands","Hybrid",1000,16583,NA
"Toyota","C-HR",72600,"2018","Manual","Kent","Petrol",1200,10750,NA
"Hyundai","Tucson",8897,"2023","Automatic",NA,"Hybrid",1600,23549,NA
"Land Rover","Range Rover evoque",21129,"2022","Automatic","Devon","Petrol",2000,27990,NA
"Audi","A4 Avant 40 TFSI 204 Black Edition S Tronic",1055,"2024","Automatic","Essex","Petrol",2000,32900,"Van"
"Kia","Sportage SUV",10957,"2023","Automatic","Lancashire","Electric/Petrol",1600,28500,"Suv"
"Ford","Puma",27879,"2022","Manual","Delivered to you","Hybrid",1000,14400,NA
"Vauxhall","Crossland Hatchback",5876,"2022","Manual","Essex","Petrol",1200,14000,"Hatchback"
"Audi","A4 Allroad 45 TFSI Quattro Sport S Tronic",39315,"2020","Automatic","Cheshire","Petrol",2000,23949,NA
"Audi","A5 Sportback 40 TDI S Line S Tronic",20617,"2020","Automatic","Essex","Diesel",2000,22695,"Sportback"
"Hyundai","Tucson",18295,"2023","Automatic",NA,"Hybrid",1600,24349,NA
"Vauxhall","Corsa-e Hatchback SRi Premium Sat Nav Parking sensors Electric Hatchback",17967,"2022","Automatic","Essex","Electric",0,11000,"Hatchback"
"Jaguar","I-Pace SUV EV400 SE [Navigation][Heated Front Seats][Front/Rear Parking Sensors] Electric SUV",16319,"2019","≈ 470 miles","Lancashire","Electric",0,19500,"Suv"
"Land Rover","Range Rover evoque Estate",12691,"2020","Automatic","Kent","Petrol",2000,23750,"Estate"
"Land Rover","Range Rover",5900,"2022","Automatic","Cambridgeshire","Hybrid",3000,95550,NA
"BMW","X1 20i M Sport Step",19151,"2020","Automatic","London","Petrol",2000,21280,NA
"Mercedes","E220 E-Class CoupeAMG Line Premium 9G-Tronic",53134,"2021","Automatic","West Midlands","Diesel",2000,23676,"Coupe"
"Land Rover","Discovery Sport",41510,"2021","Automatic","Essex","Petrol",2000,21000,"Estate"
"Jeep","Renegade Estate",12358,"2021","Automatic","Cheshire","Hybrid",1300,17995,"Estate"
"Suzuki","Vitara SUV",17960,"2023","Manual","Lancashire","Hybrid",1400,15500,"Suv"
"BMW","320 3 Series d MHT M Sport Step",28708,"2022","Automatic","London","Diesel",2000,24699,NA
"VW","Polo",4537,"2024","Manual","Kent","Petrol",1000,17249,NA
"VW","Polo MK6 Hatchback",26312,"2021","Manual","Cheshire","Petrol",1000,13495,"Hatchback"
"Nissan","Qashqai",23668,"2020","Manual","London","Petrol",1300,14000,NA
"Kia","Rio",30933,"2017","Manual","Durham","Petrol",1200,7101,"Hatchback"
"Nissan","Qashqai",32675,"2019","Manual","West Yorkshire","Diesel",1500,12176,"Hatchback"
"Audi","Q5 40 TDI Quattro S Line S Tronic Diesel Estate",30699,"2023","Automatic","Lincolnshire","Diesel",2000,33103,"Estate"
"VW","T-Roc",16885,"2019","Manual","Surrey","Diesel",1600,18999,NA
"VW","Tiguan",48873,"2019","Automatic","West Yorkshire","Petrol",2000,19802,NA
"Land Rover","Defender",17212,"2023","Automatic","Hertfordshire","Diesel",3000,65000,"Estate"
"Hyundai","Tucson",36832,"2021","Automatic","Bristol","Diesel",1600,16725,"Estate"
"Audi","Q7 45 TDI Quattro S Line Tiptronic",31000,"2022","Automatic",NA,"Diesel",3000,39850,NA
"Land Rover","Range Rover Velar",77325,"2020","Automatic","Hertfordshire","Diesel",2000,24319,NA
"Land Rover","Range Rover Sport",37926,"2020","Automatic","Lancashire","Diesel",3000,37412,"Estate"
NA,"Ineos Grenadier",2254,"2023","Automatic","Delivered to you","Petrol",3000,44900,NA
"Toyota","C-HR",9042,"2022","Automatic","South Yorkshire","Hybrid",2000,22499,NA
"BMW","420 4 Series i M Sport Step",22457,"2021","Automatic","Manchester","Petrol",2000,23949,NA
"Skoda","Kamiq",14305,"2024","Manual","Kent","Petrol",1000,16450,NA
"Audi","A7 40 TDI Quattro S Line S Tronic",6,"2024","Automatic","Cheshire","Diesel",2000,42350,NA
"Honda","Civic Hatchback",2530,"2024","Automatic","North Yorkshire","Hybrid",2000,29543,"Hatchback"
"Hyundai","Tucson",15524,"2023","Automatic","Lancashire","Hybrid",1600,24449,NA
"Toyota","Corolla",27083,"2022","Automatic","Kent","Hybrid",1800,16995,NA
"Honda","Jazz",32118,"2022","Automatic","Nottinghamshire","Hybrid",1500,14434,NA
"Mercedes","C200 C-Class ConvertibleAMG Line 9G-Tronic",57260,"2018","Automatic","Kent","Petrol",1500,16150,"Convertible"
"Audi","TT Roadster",53233,"2016","Automatic","Manchester","Petrol",2000,13650,"Roadster"
"Ford","Fiesta",77244,"2022","Automatic","Essex","Hybrid",1000,11300,NA
"Mercedes","EQC400 EQC AMG Line",37530,"2020","≈ 411 miles","West Midlands","Electric",0,23697,NA
"BMW","iX M Sport",11578,"2022","≈ 425 miles","London","Electric",0,39991,NA
"Ford","Kuga Hatchback",30190,"2024","Automatic","Cheshire","Hybrid",2500,23995,"Hatchback"
"VW","Tiguan Estate",35042,"2022","Manual","Kent","Petrol",1500,17900,"Estate"
"Jeep","Compass",20000,"2021","Manual","Lancashire","Petrol",1400,13500,"Suv"
"VW","ID.7 Hatchback Match Pro - 20' MONTREAL ALLOYS, HEAT PUMP",4923,"2024","≈ 621 miles","Essex","Electric",0,37940,"Hatchback"
"Dacia","Sandero",23198,"2022","Manual","Leicestershire","Petrol",1000,10458,NA
"Ford","Focus",14606,"2019","Manual","Kent","Petrol",1000,11750,NA
"VW","Golf VIII",30694,"2021","Manual","Manchester","Petrol",1500,16285,NA
"MG","MG3",789,"2024","Manual","Manchester","Petrol",1500,12458,NA
"Audi","A1 30 TFSI Sport",2990,"2024","Manual","Staffordshire","Petrol",1000,20950,NA
"Ford","Kuga",19133,"2022","Manual","Delivered to you","Petrol",1500,18189,NA
"Ford","Focus Active",9216,"2023","Manual","Delivered to you","Petrol",1000,16250,NA
"Ford","Kuga",2597,"2024","Manual","London","Petrol",1500,23000,"Estate"
"Land Rover","Range Rover Sport",2884,"2024","Automatic","Lancashire","Hybrid",3000,89181,"Estate"
"Audi","Q5 40 TDI Quattro Sport S Tronic",30088,"2021","Automatic",NA,"Diesel",2000,27850,NA
"BMW","X5 Diesel Estate M Sport",37617,"2019","Automatic","Lancashire","Diesel",3000,37352,"Estate"
"Audi","Q3 35 TDI Sport S Tronic",5390,"2024","Automatic","Wiltshire","Diesel",2000,31295,NA
"VW","Tiguan",13647,"2022","Manual","North Yorkshire","Diesel",2000,23394,"Estate"
"VW","Tiguan",38269,"2022","Manual","Suffolk","Diesel",2000,21290,NA
"Kia","Sportage Estate",24430,"2023","Manual","Kent","Diesel",1600,20850,"Estate"
"VW","ID.3 Match Pro Electric Hatchback",3284,"2024","≈ 429 miles","West Yorkshire","Electric",0,24101,"Hatchback"
"Land Rover","Range Rover Sport",70858,"2019","Automatic","Somerset","Diesel",3000,29342,"Estate"
"Kia","e-Niro 2 Long Range",10339,"2022","≈ 463 miles","Cambridgeshire","Electric",0,17249,NA
"Audi","A6 40 TDI S Line S Tronic Diesel Estate",43077,"2020","Automatic",NA,"Diesel",2000,23010,"Estate"
"Kia","Sportage",27232,"2022","Automatic","Delivered to you","Diesel",1600,24375,NA
"Hyundai","Tucson",55440,"2023","Manual","Worcestershire","Petrol",1600,16299,"Suv"
"Hyundai","Tucson",64312,"2020","Automatic","London","Petrol",1600,14175,"Estate"
"Ford","Transit Connect",30200,"2018","Manual",NA,"Diesel",1500,11995,"Van"
"Audi","A3 35 TFSI Sport",7215,"2022","Manual","Lancashire","Petrol",1500,21650,NA
"Dacia","Duster",37354,"2021","Manual","Leicestershire","Petrol",1000,9454,"Estate"
"Mercedes","GLA200 GLASport Executive",19438,"2023","Automatic","Northamptonshire","Petrol",1300,27307,NA
"VW","Polo -1.0 TSI Life",4215,"2024","Manual",NA,"Petrol",1000,17249,NA
"Audi","Q3 35 TFSI Technik S Tronic",16333,"2022","Automatic","Staffordshire","Petrol",1500,25450,NA
"Audi","Q2 35 TFSI Sport",34102,"2021","Manual","London","Petrol",1500,18970,NA
"Nissan","Qashqai",29974,"2020","Automatic","South Yorkshire","Petrol",1300,14849,NA
"Ford","Kuga",24577,"2021","Manual","Gloucestershire","Diesel",2000,17251,"Estate"
"Ford","Kuga",15693,"2022","Automatic","Durham","Diesel",1500,19456,"Estate"
"Land Rover","Range Rover Sport",29325,"2021","Automatic","West Yorkshire","Diesel",3000,43844,"Estate"
"Toyota","RAV4 Hybrid",42830,"2023","Automatic","South Yorkshire","Hybrid",2500,28965,"Estate"
"Skoda","Karoq",10544,"2022","Manual","West Midlands","Petrol",1500,19000,"Estate"
"Audi","RS5 RS5TFSI Quattro Tiptronic",35155,"2022","Automatic","Somerset","Petrol",2900,42995,NA
"Vauxhall","Mokka Ultimate Electric Hatchback",24489,"2022","Automatic","Northumberland","Electric",0,13862,"Hatchback"
"VW","Tiguan",5727,"2023","Automatic","Berkshire","Petrol",1500,24850,NA
"BMW","530e 5 Series TouringM Sport",24372,"2022","Automatic","Manchester","Hybrid",2000,28749,"Touring"
"Skoda","Superb",42569,"2021","Automatic","Hampshire","Diesel",2000,17609,NA
"Nissan","Qashqai",15581,"2021","Automatic","West Midlands","Hybrid",1300,17749,NA
"Toyota","Land Cruiser",57476,"2017","Automatic","Hertfordshire","Diesel",2800,32857,NA
"VW","Polo",6525,"2024","Manual","Cheshire","Petrol",1000,17049,NA
"Mazda","CX-5",39847,"2022","Automatic","West Midlands","Petrol",2000,19849,NA
"Toyota","C-HR",34095,"2022","Automatic","Kent","Hybrid",1800,17349,NA
"Audi","Q2 35 TDI Quattro S Line S Tronic",29147,"2020","Automatic","Hampshire","Diesel",2000,19149,NA
"Skoda","Kodiaq",11077,"2022","Manual","Hampshire","Petrol",1500,21771,NA
"Jaguar","F-Pace Estate",21540,"2021","Automatic","Wiltshire","Diesel",2000,31500,"Estate"
"VW","Polo",3023,"2024","Manual",NA,"Petrol",1000,17349,NA
"Ford","S-MAX",6583,"2022","Automatic","West Midlands","Hybrid",2500,28518,NA
"Skoda","Octavia Estate",59000,"2019","Automatic","Buckinghamshire","Petrol",2000,16910,"Estate"
"Suzuki","Vitara",21591,"2021","Manual","Lincolnshire","Hybrid",1400,14125,NA
"Nissan","Qashqai",25752,"2022","Manual","Leicestershire","Hybrid",1300,16000,NA
"Kia","Niro",19038,"2022","Automatic","Cheshire","Electric/Petrol",1600,17187,"Estate"
"Honda","Jazz",23867,"2022","Automatic","Nottinghamshire","Hybrid",1500,15005,"Hatchback"
"BMW","118 1 Series i SE Step",24914,"2020","Automatic","South Yorkshire","Petrol",1500,16749,NA
"Audi","A3 30 TFSI Technik S Tronic",30450,"2023","Automatic",NA,"Petrol",1000,19049,NA
"Audi","Q3 Estate 35 TFSI S Line S Tronic - Rear Parking Sensors - MMI Navigation - Cruise Control - DAB Radio",15242,"2022","Automatic","Lancashire","Petrol",1500,27000,"Estate"
"Audi","S3 S3TFSI 300 Quattro S Tronic",23200,"2020","Automatic","South Yorkshire","Petrol",2000,26000,NA
"Hyundai","i10",6016,"2023","Automatic","Durham","Petrol",1000,13549,"Van"
"Citroën","C4 SpaceTourer MPV",54488,"2020","Automatic","Essex","Diesel",1500,14400,"Mpv"
"Land Rover","Range Rover Velar Estate",21959,"2022","Automatic","Hertfordshire","Diesel",2000,35000,"Estate"
"Ford","Mustang Mach-E Extended Range AWD Electric Estate",15993,"2022","≈ 550 miles","London","Electric",0,29500,"Estate"
"Jaguar","I-Pace EV400 SE Charger]",25106,"2021","≈ 470 miles","Hertfordshire","Electric",0,21000,NA
"VW","Tiguan",13717,"2022","Manual","Derbyshire","Petrol",1500,20049,NA
"Skoda","Kamiq",6456,"2022","Manual","Kent","Petrol",1000,14950,NA
"Hyundai","i20",9832,"2024","Automatic",NA,"Diesel",1000,16749,"Van"
"Nissan","Qashqai",41745,"2021","Manual","Manchester","Hybrid",1300,12996,NA
"VW","Polo",3872,"2024","Manual","London","Petrol",1000,17349,NA
"VW","Golf VIII",32707,"2022","Manual","West Midlands","Petrol",1500,16549,"Hatchback"
"Peugeot","208",11390,"2022","Manual","London","Petrol",1200,13662,NA
"VW","Golf VIII",35916,"2022","Manual","Cambridgeshire","Petrol",1500,16249,NA
"Ford","Focus",32375,"2021","Manual","London","Hybrid",1000,11750,"Hatchback"
"Ford","Focus",41797,"2022","Manual","West Midlands","Hybrid",1000,13314,"Hatchback"
"Peugeot","208",8543,"2022","Manual","Oxfordshire","Petrol",1200,13521,NA
"Audi","A3 30 TFSI Technik",22253,"2022","Manual","Manchester","Petrol",1000,17049,NA
"Audi","A1 30 TFSI 110 Sport",36965,"2022","Manual",NA,"Petrol",1000,16249,NA
"Toyota","Yaris Hybrid",12995,"2023","Automatic","Buckinghamshire","Hybrid",1500,16375,NA
"Toyota","Corolla",7523,"2021","Automatic","West Midlands","Hybrid",1800,17000,NA
"Ford","Ranger Pick Up Double Cab Wildtrak",59200,"2023","Automatic","Norfolk","Diesel",2000,26748,"Pick Up"
"Audi","Q5 40 TDI Quattro S Line S Tronic",37166,"2020","Automatic","Lancashire","Diesel",2000,25949,NA
"Toyota","C-HR",26011,"2021","Automatic","Cheshire","Hybrid",1800,16949,NA
"Honda","e Advance",24882,"2020","≈ 222 miles","Lancashire","Electric",0,12949,"Van"
"Cupra","Formentor",5010,"2024","Automatic","Lancashire","Hybrid",1400,23349,NA
"Audi","Q5 50 TFSI e Quattro S Line S Tronic",29214,"2023","Automatic","Lancashire","Petrol",2000,30649,NA
"Nissan","Qashqai",36677,"2020","Automatic","Cheshire","Petrol",1300,14749,NA
"Kia","Sportage",15547,"2022","Automatic","Manchester","Petrol",1600,25249,NA
"Hyundai","i20",8262,"2024","Automatic","Derbyshire","Petrol",1000,16749,"Van"
"BMW","530e 5 Series TouringM Sport",26564,"2022","Automatic","South Yorkshire","Hybrid",2000,28849,"Touring"
"VW","Golf VIII",31617,"2023","Manual","Tyne and Wear","Petrol",1500,16797,NA
"Tesla","Model Y RWD",18499,"2022","≈ 600 miles","Lincolnshire","Electric",0,26597,NA
"Kia","XCeed",19009,"2023","Automatic","Lincolnshire","Diesel",1500,21197,NA
"Mercedes","A250 AMG Line",61852,"2020","Automatic","Cambridgeshire","Hybrid",1300,15400,NA
"BMW","X3 M Sport Step",81149,"2017","Automatic","Cambridgeshire","Diesel",2000,14400,NA
"Kia","Sportage",38408,"2022","Manual","Cambridgeshire","Diesel",1600,14990,NA
"BMW","320 3 Series Touring i M Sport Step",51428,"2018","Automatic","Cambridgeshire","Petrol",2000,15400,"Touring"
"Audi","A7 55 TFSI Quattro Sport S Tronic",62238,"2019","Automatic","West Midlands","Petrol",3000,23495,NA
"VW","Polo",2423,"2024","Manual","West Midlands","Petrol",1000,17449,NA
"Audi","A3 35 TFSI Technik",32109,"2020","Manual","Lancashire","Petrol",1500,15449,NA
"Mazda","CX-5",37025,"2022","Automatic","Lancashire","Petrol",2000,20049,NA
"Peugeot","308",16046,"2023","Automatic","Lancashire","Diesel",1500,19049,NA
"Audi","A3 30 TFSI Technik S Tronic",32345,"2022","Automatic","Lancashire","Petrol",1000,17949,NA
"Toyota","C-HR",23505,"2022","Automatic","Cheshire","Hybrid",1800,18049,NA
"Kia","Sportage",22604,"2022","Manual","Lancashire","Diesel",1600,16349,NA
"Nissan","Qashqai",16939,"2023","Manual","Cheshire","Hybrid",1300,17249,NA
"Mazda","CX-5",39202,"2022","Automatic","London","Petrol",2000,19849,NA
"Mini","Cooper Hatchback",5709,"2022","Manual","Derbyshire","Petrol",1500,15949,"Hatchback"
"Skoda","Karoq",36788,"2022","Manual","Hampshire","Diesel",2000,16992,NA
"Nissan","Qashqai",13778,"2022","Automatic",NA,"Hybrid",1300,19449,NA
"VW","Polo",4780,"2024","Manual","London","Petrol",1000,17249,NA
"Audi","A3 30 TFSI Technik Hatchback",17630,"2022","Manual","Durham","Petrol",1000,17349,"Hatchback"
"Vauxhall","Corsa",6238,"2022","Manual","Cambridgeshire","Petrol",1200,12049,"Hatchback"
"Skoda","Scala",26998,"2022","Automatic","South Yorkshire","Petrol",1500,13449,NA
"Hyundai","Tucson",28394,"2021","Automatic","Manchester","Hybrid",1600,20949,NA
"Audi","Q3 40 TFSI Quattro S Line S Tronic",35333,"2020","Automatic",NA,"Petrol",2000,24649,NA
"Polestar","2 Long Range Single motor",31496,"2022","≈ 551 miles","Derbyshire","Electric",0,20249,NA
"Audi","A1 30 TFSI 110 Sport",1746,"2024","Manual","Durham","Petrol",1000,19849,NA
"Mini","John Cooper Works Hatchback",23632,"2023","Automatic","Cambridgeshire","Petrol",2000,22749,"Hatchback"
"Skoda","Superb",37975,"2022","Automatic","Derbyshire","Diesel",2000,19949,NA
"Audi","A5 35 TDI Sport S Tronic",20279,"2021","Automatic","Staffordshire","Diesel",2000,22490,NA
"Audi","A6 40 TFSI Black Edition S Tronic",25867,"2021","Automatic","London","Petrol",2000,25249,NA
"Kia","Sportage",13870,"2024","Automatic","Lancashire","Diesel",1600,28849,"Suv"
"Audi","Q3 35 TDI S Line S Tronic",35287,"2021","Automatic","Cheshire","Diesel",2000,24049,NA
"BMW","128 1 Series ti Step [Live Cockpit Professional]",4539,"2023","Automatic","West Midlands","Petrol",2000,26349,NA
"Mazda","CX-5",36048,"2022","Automatic","West Midlands","Petrol",2000,20149,NA
"Kia","Sportage",17706,"2024","Automatic","Cambridgeshire","Diesel",1600,28649,"Suv"
"Renault","Kadjar",25659,"2022","Manual","London","Petrol",1300,13649,NA
"Hyundai","Tucson",11724,"2023","Automatic","Durham","Hybrid",1600,25349,NA
"Mercedes","CLA35 AMG CLA-Class4Matic Tip",14019,"2022","Automatic","London","Petrol",2000,29049,NA
"Mazda","CX-5",10768,"2024","Automatic","Kent","Petrol",2000,24849,NA
"Audi","TT Roadster 45 TFSI Black Edition S Tronic",16828,"2020","Automatic","West Midlands","Petrol",2000,24349,"Roadster"
"Audi","A3 e-tron 40 TFSI e Sport S Tronic",3109,"2024","Automatic","Suffolk","Hybrid",1400,24849,NA
"Honda","Civic",19073,"2020","Manual",NA,"Petrol",1000,13249,NA
"Hyundai","Kona Electric Premium SE",25971,"2019","≈ 484 miles","London","Electric",0,13551,NA
"Audi","Q4 e-tron 35 S Line SUV",18959,"2021","≈ 353 miles","London","Electric",0,22349,"Suv"
"Audi","A1 25 TFSI Sport",8185,"2023","Manual","Durham","Petrol",1000,18449,NA
"Mazda","CX-5",36285,"2022","Automatic","West Midlands","Petrol",2000,20149,NA
"BMW","530e 5 SeriesM Sport",28395,"2022","Automatic","Derbyshire","Hybrid",2000,27949,NA
"Hyundai","Tucson",6056,"2023","Automatic","Manchester","Hybrid",1600,24149,NA
"Hyundai","Tucson",10193,"2023","Automatic","Cheshire","Hybrid",1600,23349,NA
"BMW","530e 5 SeriesM Sport",34520,"2022","Automatic",NA,"Hybrid",2000,27449,NA
"Ford","Puma",15814,"2024","Automatic","Suffolk","Hybrid",1000,19349,NA
"Audi","A3 e-tron 40 TFSI e Sport S Tronic",31419,"2021","Automatic","Durham","Hybrid",1400,18449,NA
"VW","Polo",3018,"2024","Manual",NA,"Petrol",1000,17349,NA
"Mazda","2",22287,"2021","Manual","South Yorkshire","Petrol",1500,10849,NA
"VW","Polo",5343,"2024","Manual",NA,"Petrol",1000,17149,NA
"Mercedes","A250 AMG Line Edition",21894,"2021","Automatic","Manchester","Hybrid",1300,19849,NA
"Hyundai","Tucson",5440,"2023","Automatic","Durham","Hybrid",1600,24249,NA
"Mercedes","A35 AMG A-Class4Matic Premium",28917,"2019","Automatic",NA,"Petrol",2000,21949,NA
"Skoda","Kamiq",30654,"2022","Manual","West Midlands","Petrol",1500,15049,NA
"Peugeot","308 SW",9984,"2024","Automatic","Hampshire","Petrol",1200,20849,NA
"Alfa Romeo","Stelvio",35956,"2022","Automatic","Cheshire","Petrol",2000,29549,NA
"BMW","530e 5 SeriesM Sport",32580,"2022","Automatic","Derbyshire","Hybrid",2000,27649,NA
"Mercedes","A180 A-Class SaloonAMG Line Executive",22717,"2023","Automatic",NA,"Hybrid",1300,22749,"Saloon"
"Cupra","Formentor",9426,"2024","Automatic","West Midlands","Hybrid",1400,22549,NA
"VW","Golf VIII",18290,"2023","Automatic","Lancashire","Petrol",1500,20649,NA
"Peugeot","308",5515,"2023","Automatic","London","Diesel",1500,19349,NA
"Audi","A3 35 TFSI S Line S Tronic",15648,"2023","Automatic","Suffolk","Petrol",1500,22849,NA
"Mini","Cooper S Hatchback",27792,"2019","Automatic","Kent","Petrol",2000,14549,"Hatchback"
"Skoda","Karoq",11124,"2023","Automatic","West Midlands","Petrol",1500,21649,NA
